@relation 'student_habits_performance 2-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R3-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R4-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R15-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R15-precision6-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R15-precision6-unset-class-temporarily'

@attribute age {Young,Adult,Old}
@attribute gender {Female,Male,Other}
@attribute study_hours_per_day {Bas,Moyen,Haut}
@attribute social_media_hours {PeuConnecte,Connecte,HyperConnecte}
@attribute netflix_hours {Occasionnel,Regulier,Intensif}
@attribute part_time_job {No,Yes}
@attribute attendance_percentage {Absenteisme,PresenceMoyenne,PresenceAssidue}
@attribute sleep_hours {PeuDormeur,BonDormeur,GrosDormeur}
@attribute diet_quality {Fair,Good,Poor}
@attribute exercise_frequency {Rare,Regulier,Frequent}
@attribute parental_education_level {Master,High_School,Bachelor,None}
@attribute internet_quality {Average,Poor,Good}
@attribute mental_health_rating {Fragile,Stable,Equilibree}
@attribute extracurricular_participation {Yes,No}
@attribute exam_score {Faible,Moyen,Bon,Excellent}

@data
Young,Female,Moyen,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Poor,Regulier,Bachelor,Good,Stable,No,Bon
Young,Male,Moyen,HyperConnecte,Regulier,Yes,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Good,Stable,No,Moyen
Adult,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Rare,Bachelor,Average,Stable,No,Bon
Adult,Male,Haut,Connecte,Regulier,Yes,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Average,Fragile,Yes,Bon
Adult,Other,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Rare,High_School,Good,Stable,Yes,Bon
Adult,Male,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Poor,Frequent,Bachelor,Good,Equilibree,Yes,Bon
Old,Female,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Poor,Regulier,None,Average,Fragile,Yes,Bon
Old,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Poor,Rare,Bachelor,Good,Fragile,No,Moyen
Young,Female,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Regulier,Bachelor,Average,Fragile,Yes,Bon
Adult,Female,Moyen,Connecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Good,Frequent,High_School,Good,Fragile,Yes,Bon
Young,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Poor,Regulier,High_School,Good,Fragile,Yes,Moyen
Young,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Good,Rare,Master,Average,Fragile,No,Bon
Young,Male,Bas,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Regulier,Bachelor,Good,Stable,No,Moyen
Old,Male,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Good,Rare,High_School,Average,Stable,No,Moyen
Young,Female,Bas,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Frequent,High_School,Average,Equilibree,No,Moyen
Young,Female,Moyen,Connecte,Occasionnel,No,Absenteisme,BonDormeur,Good,Rare,Bachelor,Poor,Equilibree,Yes,Bon
Old,Female,Haut,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Poor,Frequent,Bachelor,Poor,Stable,No,Excellent
Adult,Female,Haut,Connecte,Regulier,No,PresenceMoyenne,PeuDormeur,Fair,Rare,High_School,Average,Stable,No,Excellent
Young,Male,Moyen,PeuConnecte,Regulier,Yes,PresenceMoyenne,PeuDormeur,Good,Regulier,High_School,Good,Fragile,Yes,Bon
Young,Male,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,Master,Good,Fragile,No,Bon
Young,Female,Bas,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Good,Regulier,Bachelor,Poor,Equilibree,No,Moyen
Old,Male,Bas,Connecte,Occasionnel,Yes,Absenteisme,BonDormeur,Poor,Rare,Master,Good,Equilibree,No,Bon
Young,Male,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Good,Regulier,Bachelor,Good,Fragile,No,Moyen
Young,Female,Bas,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Rare,Master,Good,Fragile,Yes,Moyen
Young,Male,Moyen,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Good,Equilibree,Yes,Bon
Old,Female,Moyen,Connecte,Occasionnel,Yes,PresenceAssidue,PeuDormeur,Fair,Rare,Bachelor,Average,Stable,Yes,Moyen
Adult,Male,Bas,PeuConnecte,Intensif,Yes,PresenceMoyenne,BonDormeur,Good,Regulier,None,Average,Fragile,Yes,Faible
Young,Female,Moyen,Connecte,Regulier,No,PresenceMoyenne,GrosDormeur,Good,Rare,Bachelor,Good,Fragile,Yes,Bon
Adult,Male,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Fair,Regulier,High_School,Poor,Fragile,No,Moyen
Young,Male,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Good,Regulier,High_School,Poor,Fragile,Yes,Bon
Adult,Male,Haut,Connecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Fair,Rare,Master,Poor,Fragile,No,Excellent
Young,Male,Bas,Connecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Poor,Rare,Master,Average,Fragile,No,Moyen
Adult,Male,Bas,PeuConnecte,Regulier,No,PresenceAssidue,PeuDormeur,Poor,Regulier,None,Average,Equilibree,No,Faible
Old,Male,Moyen,Connecte,Regulier,No,PresenceMoyenne,PeuDormeur,Poor,Rare,Bachelor,Average,Equilibree,No,Bon
Adult,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,High_School,Poor,Fragile,No,Bon
Young,Male,Haut,Connecte,Regulier,No,Absenteisme,PeuDormeur,Fair,Frequent,High_School,Good,Fragile,No,Excellent
Adult,Female,Bas,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Good,Frequent,Bachelor,Good,Equilibree,No,Moyen
Adult,Female,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Good,Frequent,High_School,Average,Equilibree,No,Excellent
Young,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,GrosDormeur,Poor,Frequent,Master,Poor,Stable,No,Bon
Adult,Male,Moyen,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Poor,Fragile,Yes,Moyen
Young,Female,Haut,Connecte,Regulier,Yes,PresenceAssidue,GrosDormeur,Fair,Frequent,Bachelor,Average,Fragile,No,Excellent
Adult,Male,Bas,Connecte,Regulier,No,PresenceMoyenne,GrosDormeur,Fair,Rare,Bachelor,Average,Fragile,No,Faible
Young,Male,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,GrosDormeur,Poor,Rare,High_School,Average,Fragile,No,Bon
Old,Other,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Poor,Regulier,High_School,Good,Equilibree,Yes,Excellent
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Good,Regulier,Bachelor,Average,Equilibree,No,Excellent
Young,Female,Moyen,PeuConnecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Good,Frequent,Bachelor,Average,Equilibree,No,Excellent
Young,Female,Moyen,Connecte,Regulier,No,PresenceAssidue,GrosDormeur,Poor,Rare,High_School,Average,Equilibree,Yes,Excellent
Young,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Regulier,Bachelor,Good,Stable,No,Bon
Old,Female,Moyen,Connecte,Occasionnel,Yes,PresenceAssidue,GrosDormeur,Fair,Rare,None,Good,Fragile,No,Moyen
Adult,Male,Moyen,PeuConnecte,Occasionnel,No,Absenteisme,BonDormeur,Good,Rare,High_School,Good,Equilibree,No,Bon
Young,Male,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Frequent,High_School,Good,Equilibree,No,Excellent
Young,Female,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,GrosDormeur,Poor,Regulier,None,Average,Equilibree,No,Bon
Old,Male,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Rare,Bachelor,Average,Equilibree,No,Excellent
Old,Male,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,PeuDormeur,Fair,Regulier,Bachelor,Good,Stable,Yes,Bon
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Frequent,Master,Poor,Fragile,No,Excellent
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Fair,Regulier,Bachelor,Good,Fragile,No,Bon
Old,Male,Bas,Connecte,Regulier,No,Absenteisme,BonDormeur,Fair,Rare,Master,Good,Stable,No,Faible
Old,Male,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,Bachelor,Good,Equilibree,No,Excellent
Adult,Female,Bas,Connecte,Intensif,No,PresenceAssidue,PeuDormeur,Fair,Rare,Bachelor,Poor,Equilibree,Yes,Moyen
Adult,Female,Bas,Connecte,Regulier,No,PresenceMoyenne,GrosDormeur,Fair,Regulier,Master,Good,Fragile,No,Moyen
Young,Female,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Poor,Frequent,Bachelor,Average,Stable,No,Excellent
Old,Male,Haut,Connecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Good,Frequent,None,Poor,Stable,Yes,Excellent
Adult,Male,Bas,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Poor,Regulier,Bachelor,Average,Fragile,Yes,Faible
Old,Male,Haut,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Poor,Rare,Master,Good,Stable,Yes,Excellent
Young,Female,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Rare,Bachelor,Average,Equilibree,No,Excellent
Young,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Rare,Bachelor,Average,Fragile,Yes,Bon
Young,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Good,Regulier,Bachelor,Poor,Stable,Yes,Excellent
Old,Female,Moyen,PeuConnecte,Intensif,No,PresenceAssidue,BonDormeur,Fair,Rare,Master,Good,Fragile,No,Bon
Young,Male,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,GrosDormeur,Fair,Regulier,None,Good,Fragile,No,Excellent
Young,Female,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,PeuDormeur,Good,Rare,Bachelor,Good,Stable,Yes,Bon
Old,Female,Moyen,Connecte,Occasionnel,Yes,PresenceAssidue,PeuDormeur,Good,Rare,High_School,Average,Fragile,Yes,Moyen
Adult,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Regulier,Bachelor,Average,Equilibree,Yes,Bon
Old,Female,Moyen,Connecte,Regulier,No,PresenceMoyenne,PeuDormeur,Good,Rare,Bachelor,Good,Fragile,Yes,Moyen
Young,Female,Moyen,PeuConnecte,Occasionnel,No,Absenteisme,PeuDormeur,Poor,Rare,High_School,Average,Stable,Yes,Bon
Old,Male,Moyen,PeuConnecte,Intensif,Yes,Absenteisme,PeuDormeur,Good,Regulier,High_School,Good,Fragile,No,Moyen
Adult,Female,Moyen,Connecte,Regulier,No,PresenceAssidue,PeuDormeur,Good,Rare,Bachelor,Good,Stable,Yes,Excellent
Young,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Good,Rare,High_School,Average,Equilibree,No,Excellent
Young,Female,Bas,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Good,Regulier,High_School,Average,Stable,No,Moyen
Young,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Rare,Bachelor,Good,Fragile,No,Bon
Adult,Female,Moyen,HyperConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Poor,Frequent,High_School,Average,Stable,No,Bon
Adult,Male,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Regulier,High_School,Average,Stable,No,Bon
Adult,Female,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Poor,Rare,Master,Good,Fragile,No,Moyen
Young,Female,Moyen,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Average,Equilibree,No,Excellent
Young,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Frequent,High_School,Good,Stable,Yes,Excellent
Adult,Male,Bas,Connecte,Regulier,No,PresenceMoyenne,PeuDormeur,Fair,Frequent,Bachelor,Poor,Fragile,Yes,Moyen
Young,Male,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Fair,Rare,Bachelor,Good,Fragile,No,Bon
Old,Male,Bas,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Rare,Master,Poor,Stable,No,Moyen
Adult,Male,Bas,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Regulier,Master,Poor,Fragile,No,Faible
Old,Female,Bas,Connecte,Intensif,No,PresenceMoyenne,GrosDormeur,Poor,Rare,Bachelor,Good,Fragile,No,Moyen
Old,Male,Moyen,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Regulier,High_School,Good,Fragile,No,Excellent
Old,Other,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Poor,Rare,None,Average,Fragile,No,Excellent
Adult,Male,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Good,Rare,High_School,Average,Stable,No,Excellent
Young,Male,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Poor,Regulier,High_School,Good,Fragile,No,Excellent
Young,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Good,Frequent,Bachelor,Average,Equilibree,No,Excellent
Old,Female,Bas,PeuConnecte,Intensif,No,PresenceAssidue,PeuDormeur,Fair,Frequent,Bachelor,Good,Equilibree,No,Moyen
Old,Female,Moyen,HyperConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Poor,Regulier,None,Good,Equilibree,Yes,Bon
Adult,Female,Moyen,Connecte,Occasionnel,No,PresenceAssidue,GrosDormeur,Good,Frequent,Bachelor,Good,Stable,No,Excellent
Adult,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Poor,Frequent,High_School,Average,Fragile,Yes,Bon
Young,Male,Moyen,Connecte,Occasionnel,Yes,PresenceAssidue,GrosDormeur,Fair,Frequent,High_School,Average,Equilibree,Yes,Excellent
Adult,Other,Moyen,PeuConnecte,Regulier,No,Absenteisme,BonDormeur,Poor,Frequent,Bachelor,Good,Fragile,No,Bon
Young,Other,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Poor,Stable,Yes,Excellent
Adult,Female,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Frequent,High_School,Average,Equilibree,No,Excellent
Young,Male,Moyen,Connecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Fair,Frequent,None,Poor,Stable,Yes,Moyen
Adult,Female,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Poor,Rare,High_School,Poor,Equilibree,No,Bon
Adult,Male,Moyen,Connecte,Regulier,No,PresenceAssidue,PeuDormeur,Fair,Regulier,Bachelor,Average,Equilibree,Yes,Bon
Adult,Male,Bas,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Frequent,Master,Average,Fragile,No,Bon
Old,Male,Bas,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Good,Regulier,High_School,Good,Stable,Yes,Excellent
Old,Male,Moyen,PeuConnecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Fair,Frequent,High_School,Average,Stable,No,Bon
Young,Female,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,Bachelor,Average,Equilibree,No,Bon
Old,Female,Moyen,Connecte,Regulier,Yes,PresenceAssidue,BonDormeur,Fair,Regulier,Master,Poor,Fragile,No,Bon
Adult,Female,Bas,Connecte,Occasionnel,Yes,PresenceMoyenne,GrosDormeur,Fair,Rare,High_School,Good,Stable,Yes,Moyen
Adult,Male,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Poor,Frequent,High_School,Average,Fragile,Yes,Bon
Young,Male,Moyen,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Regulier,Bachelor,Good,Stable,Yes,Bon
Young,Male,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Rare,Bachelor,Good,Equilibree,No,Bon
Old,Other,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Regulier,High_School,Poor,Stable,No,Bon
Old,Male,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Regulier,Bachelor,Average,Equilibree,No,Excellent
Old,Female,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Good,Frequent,High_School,Average,Fragile,Yes,Moyen
Young,Female,Bas,Connecte,Occasionnel,No,PresenceAssidue,PeuDormeur,Poor,Frequent,Bachelor,Good,Equilibree,No,Bon
Adult,Male,Bas,PeuConnecte,Occasionnel,No,Absenteisme,PeuDormeur,Good,Frequent,Bachelor,Good,Equilibree,No,Bon
Young,Female,Bas,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Good,Frequent,Master,Good,Equilibree,Yes,Bon
Old,Female,Moyen,PeuConnecte,Occasionnel,No,Absenteisme,BonDormeur,Fair,Rare,High_School,Average,Stable,No,Bon
Adult,Female,Moyen,Connecte,Occasionnel,No,Absenteisme,BonDormeur,Fair,Frequent,High_School,Good,Fragile,No,Moyen
Young,Female,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Poor,Stable,Yes,Excellent
Young,Male,Bas,PeuConnecte,Regulier,Yes,PresenceAssidue,BonDormeur,Poor,Frequent,Master,Poor,Equilibree,Yes,Moyen
Young,Male,Moyen,PeuConnecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Fair,Frequent,High_School,Good,Stable,Yes,Excellent
Old,Female,Bas,Connecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Good,Rare,High_School,Good,Fragile,No,Faible
Adult,Female,Moyen,Connecte,Intensif,No,PresenceAssidue,GrosDormeur,Poor,Rare,High_School,Poor,Equilibree,Yes,Bon
Young,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Fair,Regulier,Bachelor,Poor,Equilibree,Yes,Excellent
Young,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Good,Frequent,High_School,Poor,Fragile,No,Excellent
Young,Female,Bas,Connecte,Regulier,No,PresenceMoyenne,GrosDormeur,Good,Rare,High_School,Poor,Equilibree,Yes,Moyen
Adult,Female,Bas,PeuConnecte,Occasionnel,Yes,PresenceAssidue,PeuDormeur,Fair,Rare,High_School,Average,Equilibree,Yes,Moyen
Young,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Good,Rare,Master,Good,Fragile,No,Bon
Adult,Female,Haut,Connecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Fair,Regulier,Bachelor,Good,Fragile,Yes,Excellent
Old,Female,Moyen,Connecte,Occasionnel,No,PresenceAssidue,GrosDormeur,Poor,Frequent,Bachelor,Good,Fragile,No,Excellent
Old,Male,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Frequent,Master,Good,Fragile,No,Bon
Old,Male,Moyen,Connecte,Regulier,Yes,PresenceAssidue,BonDormeur,Fair,Regulier,Master,Average,Equilibree,No,Bon
Adult,Other,Moyen,PeuConnecte,Regulier,Yes,Absenteisme,PeuDormeur,Good,Rare,High_School,Good,Fragile,No,Bon
Old,Male,Bas,PeuConnecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Poor,Regulier,Master,Good,Equilibree,Yes,Bon
Young,Female,Moyen,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Regulier,None,Average,Fragile,No,Bon
Young,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Fair,Rare,High_School,Good,Stable,No,Excellent
Young,Male,Moyen,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Rare,Master,Average,Equilibree,No,Excellent
Young,Female,Haut,Connecte,Regulier,No,PresenceAssidue,PeuDormeur,Poor,Rare,High_School,Good,Fragile,No,Excellent
Young,Male,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Regulier,High_School,Good,Equilibree,No,Excellent
Young,Female,Bas,Connecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Good,Rare,High_School,Average,Fragile,No,Faible
Adult,Male,Moyen,PeuConnecte,Occasionnel,Yes,Absenteisme,PeuDormeur,Fair,Regulier,Bachelor,Good,Fragile,No,Bon
Adult,Female,Bas,PeuConnecte,Occasionnel,No,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Poor,Stable,No,Moyen
Adult,Male,Bas,Connecte,Regulier,No,PresenceMoyenne,PeuDormeur,Fair,Rare,Bachelor,Good,Stable,No,Moyen
Old,Male,Moyen,Connecte,Regulier,Yes,PresenceAssidue,PeuDormeur,Fair,Regulier,Master,Average,Fragile,No,Moyen
Young,Other,Bas,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Regulier,Bachelor,Poor,Stable,No,Bon
Old,Male,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Good,Frequent,High_School,Average,Fragile,No,Bon
Old,Female,Bas,Connecte,Regulier,No,PresenceMoyenne,GrosDormeur,Good,Rare,Master,Good,Fragile,No,Moyen
Adult,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceAssidue,GrosDormeur,Fair,Frequent,High_School,Poor,Equilibree,No,Excellent
Young,Female,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Regulier,High_School,Good,Fragile,Yes,Bon
Old,Male,Moyen,PeuConnecte,Intensif,No,PresenceAssidue,BonDormeur,Good,Frequent,None,Poor,Equilibree,No,Bon
Adult,Other,Moyen,Connecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Fair,Regulier,Bachelor,Good,Equilibree,Yes,Bon
Young,Male,Moyen,Connecte,Regulier,Yes,Absenteisme,BonDormeur,Fair,Rare,High_School,Good,Equilibree,No,Bon
Old,Male,Moyen,PeuConnecte,Occasionnel,Yes,PresenceMoyenne,PeuDormeur,Fair,Frequent,High_School,Average,Fragile,No,Excellent
Old,Male,Bas,PeuConnecte,Regulier,Yes,PresenceMoyenne,BonDormeur,Good,Frequent,High_School,Average,Fragile,Yes,Bon
Young,Male,Bas,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Rare,High_School,Good,Fragile,No,Moyen
Adult,Female,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Good,Frequent,Bachelor,Good,Fragile,No,Bon
Adult,Male,Bas,Connecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Good,Rare,Bachelor,Good,Fragile,Yes,Moyen
Adult,Female,Bas,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Regulier,Bachelor,Average,Stable,No,Moyen
Old,Male,Moyen,PeuConnecte,Regulier,Yes,PresenceMoyenne,PeuDormeur,Good,Frequent,High_School,Average,Stable,No,Moyen
Adult,Male,Moyen,Connecte,Regulier,No,PresenceAssidue,BonDormeur,Good,Rare,High_School,Good,Fragile,Yes,Bon
Old,Female,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Rare,Master,Average,Equilibree,No,Bon
Young,Female,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Poor,Rare,None,Average,Fragile,No,Moyen
Adult,Male,Moyen,Connecte,Regulier,No,Absenteisme,BonDormeur,Poor,Rare,Master,Average,Stable,Yes,Excellent
Adult,Male,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,PeuDormeur,Fair,Frequent,High_School,Good,Fragile,Yes,Bon
Old,Male,Moyen,PeuConnecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Regulier,Master,Good,Fragile,No,Bon
Old,Female,Moyen,PeuConnecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Regulier,High_School,Average,Stable,No,Bon
Young,Female,Moyen,PeuConnecte,Occasionnel,Yes,PresenceAssidue,BonDormeur,Poor,Rare,High_School,Poor,Fragile,Yes,Bon
Young,Male,Bas,Connecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Good,Frequent,Bachelor,Poor,Fragile,Yes,Moyen
Young,Female,Bas,Connecte,Regulier,Yes,Absenteisme,GrosDormeur,Fair,Regulier,Bachelor,Average,Equilibree,No,Moyen
Young,Female,Moyen,Connecte,Regulier,No,Absenteisme,BonDormeur,Fair,Rare,High_School,Average,Fragile,No,Moyen
Old,Female,Haut,Connecte,Occasionnel,Yes,PresenceAssidue,GrosDormeur,Fair,Regulier,Bachelor,Good,Equilibree,No,Excellent
Old,Female,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Frequent,Bachelor,Average,Fragile,No,Bon
Young,Male,Moyen,PeuConnecte,Regulier,No,PresenceAssidue,BonDormeur,Fair,Rare,None,Average,Equilibree,No,Excellent
Adult,Male,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,BonDormeur,Fair,Rare,None,Good,Fragile,No,Excellent
Adult,Male,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,GrosDormeur,Poor,Frequent,High_School,Average,Equilibree,No,Excellent
Young,Male,Moyen,Connecte,Occasionnel,Yes,PresenceMoyenne,PeuDormeur,Good,Regulier,High_School,Good,Fragile,No,Moyen
Adult,Female,Bas,PeuConnecte,Occasionnel,Yes,PresenceAssidue,PeuDormeur,Good,Frequent,Bachelor,Poor,Equilibree,No,Bon
Old,Female,Moyen,Connecte,Regulier,No,PresenceMoyenne,BonDormeur,Fair,Rare,High_School,Average,Equilibree,No,Bon
Young,Male,Moyen,Connecte,Occasionnel,No,PresenceAssidue,BonDormeur,Good,Rare,High_School,Good,Stable,No,Bon
Adult,Male,Moyen,Connecte,Occasionnel,No,PresenceMoyenne,PeuDormeur,Good,Frequent,High_School,Good,Fragile,No,Bon
Adult,Male,Moyen,Connecte,Occasionnel,Yes,PresenceMoyenne,BonDormeur,Poor,Frequent,Bachelor,Average,Stable,No,Bon
